timestamp,episode_id,scenario_code,phase,detail
0.000,128,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
2.035,128,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.506,128,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.826,128,A1,Pick,"Barcode EP0128-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
4.351,128,A1,VerifyGrasp,"Verifying parcel grasp."
4.843,128,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
7.955,128,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
43.459,128,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.463,navigationTime=43.46"
43.459,128,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
0.000,131,A1,EPISODE_SETUP,"Seed=1702; orders=3; Module1 conventional baseline"
1.980,131,A1,AlignAtSource,"Aligned at P1; preparing pick."
2.432,131,A1,ScanBarcode,"Reading parcel barcode and validating station destination D2-Apparel."
2.747,131,A1,Pick,"Barcode EP0131-P01|DEST:D2-Apparel|TASK:A1-T01 verified: Apparel -> D2-Apparel. Pick action started."
5.658,131,A1,VerifyGrasp,"Verifying parcel grasp."
6.118,131,A1,SecureForTransport,"Grasp verified; retracting parcel to rear transport deck."
9.023,131,A1,NavigateToDestination,"Load secured: transporting to D2-Apparel."
44.748,131,A1,A1_EPISODE_OUTCOME,"collisionFlag=1,nearCollisionFlag=0,firstDetectionDistance=-1.000,minHumanDistance=11.858,navigationTime=44.75"
44.748,131,A1,NO_DISTURBANCE_EXPOSURE,"Episode ended; use exposure flag when comparing policies. COLLISION_HUMAN"
